review_id,customer_id,product_id,order_id,rating,review_title,review_text,review_date,is_verified_purchase,helpful_votes
621,182,510,1600,5,Review Title 621,This is a 5-star review for Cat Toy Cat Toy 595. Great product!,2024-11-13,True,10
622,1326,1004,472,3,Review Title 622,This is a 3-star review for Baby Diaper Baby Diaper 472. Could be better.,2024-06-22,True,10
623,673,652,919,2,Review Title 623,This is a 2-star review for Sneakers Sneakers 771. Not satisfied.,2024-01-02,True,12
624,1288,6,1246,3,Review Title 624,This is a 3-star review for Sofa Sofa 517. Could be better.,2025-03-31,True,31
625,625,596,1639,3,Review Title 625,This is a 3-star review for Toothbrush Deluxe 774. Could be better.,2024-05-30,True,50
626,635,201,2335,4,Review Title 626,This is a 4-star review for Jeans Ultra 279. Great product!,2024-10-09,True,35
627,305,728,929,1,Review Title 627,This is a 1-star review for Headphones Headphones 566. Not satisfied.,2025-04-01,True,1
628,775,1194,915,3,Review Title 628,This is a 3-star review for Sofa Sofa 325. Could be better.,2023-11-11,True,13
629,831,661,432,3,Review Title 629,This is a 3-star review for Paint Set Ultra 320. Could be better.,2024-07-05,True,25
630,533,536,1364,5,Review Title 630,This is a 5-star review for T-Shirt T-Shirt 999. Great product!,2024-06-23,True,10
631,1284,20,2069,5,Review Title 631,This is a 5-star review for T-Shirt Plus 487. Great product!,2025-09-13,True,38
632,802,574,1145,2,Review Title 632,This is a 2-star review for Yoga Mat Yoga Mat 714. Not satisfied.,2025-09-09,True,4
633,870,497,2395,3,Review Title 633,This is a 3-star review for Notebook Plus 772. Could be better.,2025-06-18,True,11
634,191,240,1168,5,Review Title 634,This is a 5-star review for Book Book 635. Great product!,2025-03-08,True,12
635,1238,341,673,4,Review Title 635,This is a 4-star review for Tablet Tablet 428. Great product!,2025-09-18,True,10
636,200,406,1735,1,Review Title 636,This is a 1-star review for Cat Toy Cat Toy 923. Not satisfied.,2025-03-20,True,34
637,270,169,1752,5,Review Title 637,This is a 5-star review for Jacket Jacket 736. Great product!,2024-06-11,True,18
638,1272,1046,599,5,Review Title 638,This is a 5-star review for Desk Chair Desk Chair 127. Great product!,2024-09-25,True,31
639,92,305,801,5,Review Title 639,This is a 5-star review for Sneakers Sneakers 202. Great product!,2025-03-29,True,9
640,1404,798,1137,4,Review Title 640,This is a 4-star review for Blender Blender 576. Great product!,2025-10-15,True,9
641,1435,432,768,5,Review Title 641,This is a 5-star review for Desk Chair Desk Chair 476. Great product!,2025-08-03,True,36
642,491,227,2379,4,Review Title 642,This is a 4-star review for T-Shirt Ultra 911. Great product!,2024-05-22,True,35
643,1497,631,719,4,Review Title 643,This is a 4-star review for Dog Food Dog Food 332. Great product!,2024-03-28,True,47
644,61,488,870,5,Review Title 644,This is a 5-star review for Cat Toy Deluxe 655. Great product!,2025-08-18,True,22
645,1298,841,1471,4,Review Title 645,This is a 4-star review for Jacket Jacket 569. Great product!,2025-07-03,True,23
646,768,368,1235,4,Review Title 646,This is a 4-star review for Tablet Standard 638. Great product!,2025-02-25,True,27
647,131,1067,944,5,Review Title 647,This is a 5-star review for Jacket Jacket 838. Great product!,2025-08-08,True,40
648,541,365,2081,5,Review Title 648,This is a 5-star review for Sofa Sofa 369. Great product!,2024-03-07,True,43
649,585,282,1941,4,Review Title 649,This is a 4-star review for Headphones Standard 940. Great product!,2024-07-30,True,6
650,523,794,887,5,Review Title 650,This is a 5-star review for T-Shirt T-Shirt 143. Great product!,2025-02-22,True,0
651,566,1075,1035,5,Review Title 651,This is a 5-star review for Toothbrush Toothbrush 419. Great product!,2024-01-17,True,43
652,1272,885,599,5,Review Title 652,This is a 5-star review for Dog Food Dog Food 276. Great product!,2024-10-13,True,5
653,1240,22,2426,4,Review Title 653,This is a 4-star review for Toothbrush Toothbrush 717. Great product!,2023-10-05,True,14
654,349,642,1810,5,Review Title 654,This is a 5-star review for Smartphone Deluxe 933. Great product!,2024-02-27,True,41
655,198,879,2405,4,Review Title 655,This is a 4-star review for Baby Diaper Baby Diaper 459. Great product!,2024-01-10,True,13
656,969,439,585,2,Review Title 656,This is a 2-star review for Coffee Maker Plus 857. Not satisfied.,2024-11-29,True,11
657,972,1132,1501,5,Review Title 657,This is a 5-star review for Dog Food Dog Food 273. Great product!,2024-01-07,True,47
658,1210,694,460,5,Review Title 658,This is a 5-star review for Sneakers Sneakers 889. Great product!,2024-08-25,True,17
659,375,1030,1310,5,Review Title 659,This is a 5-star review for Smartphone Ultra 243. Great product!,2024-08-17,True,24
660,187,199,2106,3,Review Title 660,This is a 3-star review for Board Game Board Game 363. Could be better.,2024-07-28,True,20
661,851,1091,1543,5,Review Title 661,This is a 5-star review for Tablet Plus 461. Great product!,2025-03-28,True,44
662,1187,112,1039,5,Review Title 662,This is a 5-star review for Toothbrush Toothbrush 744. Great product!,2025-09-26,True,21
663,1492,798,1603,5,Review Title 663,This is a 5-star review for Blender Blender 576. Great product!,2024-05-18,True,0
664,628,991,1699,5,Review Title 664,This is a 5-star review for Jacket Jacket 184. Great product!,2025-08-03,True,31
665,1039,923,1673,5,Review Title 665,This is a 5-star review for Dog Food Dog Food 722. Great product!,2025-01-28,True,17
666,496,455,1899,5,Review Title 666,This is a 5-star review for Coffee Maker Coffee Maker 313. Great product!,2024-01-21,True,5
667,327,809,2215,3,Review Title 667,This is a 3-star review for Paint Set Paint Set 269. Could be better.,2025-04-30,True,3
668,227,854,1903,4,Review Title 668,This is a 4-star review for Dog Food Dog Food 407. Great product!,2025-03-26,True,48
669,554,552,847,4,Review Title 669,This is a 4-star review for Sofa Sofa 364. Great product!,2024-06-28,True,14
670,1182,422,272,5,Review Title 670,This is a 5-star review for T-Shirt T-Shirt 201. Great product!,2023-10-09,True,21
671,1475,893,2308,4,Review Title 671,This is a 4-star review for Jacket Basic 553. Great product!,2024-05-22,True,38
672,543,282,2456,5,Review Title 672,This is a 5-star review for Headphones Standard 940. Great product!,2025-09-19,True,39
673,1213,1158,848,2,Review Title 673,This is a 2-star review for Dog Food Plus 690. Not satisfied.,2025-02-28,True,35
674,1435,233,768,5,Review Title 674,This is a 5-star review for Tablet Plus 832. Great product!,2025-08-02,True,10
675,1030,145,668,4,Review Title 675,This is a 4-star review for Smart Watch Smart Watch 115. Great product!,2023-11-04,True,17
676,396,1146,598,5,Review Title 676,This is a 5-star review for Paint Set Deluxe 568. Great product!,2025-06-25,True,14
677,720,552,947,5,Review Title 677,This is a 5-star review for Sofa Sofa 364. Great product!,2025-08-02,True,23
678,221,140,2202,5,Review Title 678,This is a 5-star review for Bed Frame Bed Frame 768. Great product!,2024-10-07,True,22
679,1297,895,108,5,Review Title 679,This is a 5-star review for Laptop Laptop 466. Great product!,2023-10-26,True,5
680,657,621,802,4,Review Title 680,This is a 4-star review for Cat Toy Cat Toy 595. Great product!,2024-12-29,True,19
681,1226,262,1927,4,Review Title 681,This is a 4-star review for Shampoo Shampoo 935. Great product!,2024-04-22,True,21
682,571,254,1200,1,Review Title 682,This is a 1-star review for Dog Food Dog Food 794. Not satisfied.,2023-11-17,True,9
683,1211,81,2467,5,Review Title 683,This is a 5-star review for Blender Blender 542. Great product!,2024-03-31,True,21
684,846,1115,2230,5,Review Title 684,This is a 5-star review for Sofa Basic 315. Great product!,2024-04-03,True,47
685,993,1155,1177,5,Review Title 685,This is a 5-star review for Book Standard 184. Great product!,2024-09-26,True,35
686,953,512,1961,4,Review Title 686,This is a 4-star review for Sofa Sofa 862. Great product!,2025-07-19,True,24
687,115,358,1802,2,Review Title 687,This is a 2-star review for Baby Diaper Baby Diaper 308. Not satisfied.,2024-05-09,True,24
688,960,377,1195,4,Review Title 688,This is a 4-star review for Jacket Jacket 521. Great product!,2025-05-07,True,0
689,298,145,1839,5,Review Title 689,This is a 5-star review for Smart Watch Smart Watch 115. Great product!,2024-04-17,True,33
690,781,464,1913,2,Review Title 690,This is a 2-star review for Headphones Headphones 755. Not satisfied.,2023-10-27,True,38
691,1375,159,1326,5,Review Title 691,This is a 5-star review for Jacket Jacket 557. Great product!,2025-09-04,True,28
692,871,72,2156,5,Review Title 692,This is a 5-star review for Shampoo Shampoo 260. Great product!,2025-01-13,True,7
693,1368,273,1622,4,Review Title 693,This is a 4-star review for Coffee Maker Coffee Maker 919. Great product!,2024-10-21,True,17
694,263,1033,760,5,Review Title 694,This is a 5-star review for Sofa Basic 215. Great product!,2025-04-08,True,1
695,1430,857,2244,4,Review Title 695,This is a 4-star review for Tablet Tablet 313. Great product!,2024-09-11,True,32
696,168,511,1128,5,Review Title 696,This is a 5-star review for Notebook Notebook 301. Great product!,2023-11-14,True,49
697,976,546,1493,1,Review Title 697,This is a 1-star review for Tablet Plus 425. Not satisfied.,2024-02-08,True,42
698,1038,953,670,5,Review Title 698,This is a 5-star review for Jeans Standard 199. Great product!,2024-05-06,True,9
699,291,1024,859,5,Review Title 699,This is a 5-star review for Smart Watch Smart Watch 622. Great product!,2025-05-09,True,46
700,416,317,850,2,Review Title 700,This is a 2-star review for Baby Diaper Basic 933. Not satisfied.,2024-10-02,True,16
701,849,698,705,1,Review Title 701,This is a 1-star review for Coffee Maker Coffee Maker 179. Not satisfied.,2024-10-03,True,50
702,724,455,2234,5,Review Title 702,This is a 5-star review for Coffee Maker Coffee Maker 313. Great product!,2024-06-23,True,15
703,759,1067,657,2,Review Title 703,This is a 2-star review for Jacket Jacket 838. Not satisfied.,2024-08-29,True,31
704,1044,955,1918,5,Review Title 704,This is a 5-star review for Baby Diaper Baby Diaper 851. Great product!,2024-03-07,True,28
705,541,565,1510,3,Review Title 705,This is a 3-star review for Toothbrush Toothbrush 371. Could be better.,2025-09-03,True,20
706,794,657,2376,3,Review Title 706,This is a 3-star review for Jeans Jeans 364. Could be better.,2024-05-16,True,50
707,340,507,1012,4,Review Title 707,This is a 4-star review for Sneakers Sneakers 481. Great product!,2023-12-23,True,4
708,1059,664,1313,4,Review Title 708,This is a 4-star review for Headphones Basic 458. Great product!,2024-08-19,True,40
709,401,541,590,5,Review Title 709,This is a 5-star review for Sneakers Sneakers 823. Great product!,2024-07-08,True,14
710,307,66,813,4,Review Title 710,This is a 4-star review for Sofa Standard 121. Great product!,2023-12-02,True,37
711,690,418,1416,4,Review Title 711,This is a 4-star review for Paint Set Paint Set 284. Great product!,2024-08-16,True,46
712,1031,128,1859,5,Review Title 712,This is a 5-star review for Toothbrush Toothbrush 431. Great product!,2024-08-30,True,44
713,1318,564,1515,1,Review Title 713,This is a 1-star review for Blender Blender 277. Not satisfied.,2024-08-05,True,13
714,1442,837,2481,2,Review Title 714,This is a 2-star review for Sneakers Ultra 738. Not satisfied.,2025-09-21,True,3
715,810,247,1636,2,Review Title 715,This is a 2-star review for Cat Toy Cat Toy 242. Not satisfied.,2024-12-01,True,26
716,201,984,465,3,Review Title 716,This is a 3-star review for Jeans Jeans 122. Could be better.,2025-06-25,True,31
717,1499,72,2333,5,Review Title 717,This is a 5-star review for Shampoo Shampoo 260. Great product!,2025-02-25,True,40
718,1273,951,265,5,Review Title 718,This is a 5-star review for Jeans Jeans 718. Great product!,2024-12-06,True,44
719,1245,944,2173,3,Review Title 719,This is a 3-star review for Jacket Pro 926. Could be better.,2024-05-29,True,36
720,782,1170,551,4,Review Title 720,This is a 4-star review for Cat Toy Cat Toy 809. Great product!,2024-03-27,True,40
721,1255,1099,1303,5,Review Title 721,This is a 5-star review for Bed Frame Bed Frame 969. Great product!,2025-04-25,True,32
722,504,644,1480,5,Review Title 722,This is a 5-star review for Sneakers Max 822. Great product!,2024-04-15,True,29
723,251,462,1737,5,Review Title 723,This is a 5-star review for Paint Set Basic 255. Great product!,2025-10-07,True,23
724,80,1037,1702,5,Review Title 724,This is a 5-star review for Book Book 768. Great product!,2025-05-15,True,50
725,989,161,1422,4,Review Title 725,This is a 4-star review for Smart Watch Basic 612. Great product!,2025-09-12,True,38
726,630,681,1984,5,Review Title 726,This is a 5-star review for Tablet Tablet 594. Great product!,2024-05-09,True,30
727,1175,967,374,5,Review Title 727,This is a 5-star review for Laptop Laptop 217. Great product!,2024-03-03,True,47
728,1227,903,496,5,Review Title 728,This is a 5-star review for Jeans Basic 123. Great product!,2024-11-14,True,36
729,1331,441,1592,5,Review Title 729,This is a 5-star review for Sofa Sofa 240. Great product!,2024-08-19,True,34
730,741,1059,564,5,Review Title 730,This is a 5-star review for Desk Chair Basic 606. Great product!,2025-07-01,True,41
731,724,181,911,2,Review Title 731,This is a 2-star review for Coffee Maker Coffee Maker 665. Not satisfied.,2024-07-03,True,16
732,630,245,1984,4,Review Title 732,This is a 4-star review for Toothbrush Toothbrush 562. Great product!,2024-04-16,True,32
733,1272,297,2029,3,Review Title 733,This is a 3-star review for Book Book 330. Could be better.,2024-09-20,True,46
734,453,888,1309,5,Review Title 734,This is a 5-star review for Paint Set Paint Set 930. Great product!,2024-12-27,True,37
735,636,472,736,2,Review Title 735,This is a 2-star review for Tablet Tablet 714. Not satisfied.,2024-06-26,True,34
736,973,209,2047,5,Review Title 736,This is a 5-star review for T-Shirt T-Shirt 310. Great product!,2024-03-12,True,23
737,1029,118,1274,2,Review Title 737,This is a 2-star review for Jeans Jeans 969. Not satisfied.,2025-02-28,True,34
738,908,680,1769,3,Review Title 738,This is a 3-star review for Sneakers Sneakers 762. Could be better.,2024-09-06,True,28
739,813,602,1205,5,Review Title 739,This is a 5-star review for Smart Watch Smart Watch 142. Great product!,2025-09-08,True,8
740,183,19,642,5,Review Title 740,This is a 5-star review for Blender Pro 718. Great product!,2024-03-28,True,20
741,1455,572,2074,5,Review Title 741,This is a 5-star review for Desk Chair Desk Chair 558. Great product!,2024-10-14,True,25
742,1213,443,943,2,Review Title 742,This is a 2-star review for Paint Set Plus 516. Not satisfied.,2025-02-02,True,17
743,688,548,38,2,Review Title 743,This is a 2-star review for Laptop Laptop 412. Not satisfied.,2024-03-17,True,7
744,1154,1171,1458,4,Review Title 744,This is a 4-star review for Sofa Sofa 272. Great product!,2025-04-03,True,14
745,61,894,870,5,Review Title 745,This is a 5-star review for Tablet Tablet 250. Great product!,2025-08-17,True,18
746,1239,1156,2495,4,Review Title 746,This is a 4-star review for Book Book 361. Great product!,2023-11-04,True,46
747,105,953,1588,3,Review Title 747,This is a 3-star review for Jeans Standard 199. Could be better.,2025-07-08,True,45
748,1421,849,2390,5,Review Title 748,This is a 5-star review for Dog Food Dog Food 432. Great product!,2025-04-19,True,35
749,142,1198,1220,5,Review Title 749,This is a 5-star review for Desk Chair Desk Chair 999. Great product!,2025-05-11,True,34
750,246,659,836,1,Review Title 750,This is a 1-star review for Jeans Plus 608. Not satisfied.,2024-02-05,True,1
751,1096,10,1355,3,Review Title 751,This is a 3-star review for Sofa Sofa 845. Could be better.,2025-01-03,True,44
752,1306,1101,1204,2,Review Title 752,This is a 2-star review for Board Game Board Game 519. Not satisfied.,2024-04-22,True,11
753,455,579,2043,4,Review Title 753,This is a 4-star review for Tablet Basic 626. Great product!,2025-03-31,True,20
754,793,810,1754,1,Review Title 754,This is a 1-star review for Tablet Plus 989. Not satisfied.,2023-11-01,True,19
755,429,199,1512,5,Review Title 755,This is a 5-star review for Board Game Board Game 363. Great product!,2024-07-22,True,23
756,298,122,1795,5,Review Title 756,This is a 5-star review for Notebook Pro 806. Great product!,2024-12-24,True,7
757,224,1002,2023,5,Review Title 757,This is a 5-star review for Tablet Tablet 828. Great product!,2025-05-05,True,42
758,904,417,2060,2,Review Title 758,This is a 2-star review for Bed Frame Plus 750. Not satisfied.,2024-07-20,True,32
759,307,928,1489,5,Review Title 759,This is a 5-star review for Dog Food Dog Food 497. Great product!,2024-04-08,True,9
760,24,56,2073,2,Review Title 760,This is a 2-star review for Notebook Basic 315. Not satisfied.,2024-07-19,True,6
761,558,796,1944,2,Review Title 761,This is a 2-star review for Baby Diaper Baby Diaper 271. Not satisfied.,2024-08-28,True,5
762,548,848,1745,5,Review Title 762,This is a 5-star review for Smartphone Smartphone 775. Great product!,2024-05-21,True,32
763,745,816,1892,4,Review Title 763,This is a 4-star review for Coffee Maker Standard 778. Great product!,2023-12-28,True,26
764,591,845,1190,1,Review Title 764,This is a 1-star review for T-Shirt Basic 603. Not satisfied.,2025-05-09,True,38
765,1364,454,1371,4,Review Title 765,This is a 4-star review for Desk Chair Deluxe 509. Great product!,2025-08-18,True,8
766,1141,204,1584,3,Review Title 766,This is a 3-star review for Tablet Tablet 125. Could be better.,2025-04-26,True,2
767,205,243,722,3,Review Title 767,This is a 3-star review for Sneakers Sneakers 538. Could be better.,2025-09-04,True,43
768,182,615,409,2,Review Title 768,This is a 2-star review for Notebook Pro 951. Not satisfied.,2024-12-19,True,39
769,295,376,689,4,Review Title 769,This is a 4-star review for Headphones Premium 314. Great product!,2024-08-27,True,21
770,1273,1163,265,4,Review Title 770,This is a 4-star review for Desk Chair Desk Chair 707. Great product!,2024-11-17,True,31
771,1237,8,980,4,Review Title 771,This is a 4-star review for Jeans Jeans 346. Great product!,2024-10-28,True,44
772,1124,1180,1610,4,Review Title 772,This is a 4-star review for Yoga Mat Yoga Mat 445. Great product!,2025-02-14,True,8
773,509,753,595,4,Review Title 773,This is a 4-star review for Dumbbells Dumbbells 206. Great product!,2025-02-03,True,7
774,991,277,2183,4,Review Title 774,This is a 4-star review for T-Shirt Basic 953. Great product!,2025-07-03,True,8
775,333,824,1960,4,Review Title 775,This is a 4-star review for Smart Watch Smart Watch 406. Great product!,2024-12-14,True,31
776,1270,1171,2187,4,Review Title 776,This is a 4-star review for Sofa Sofa 272. Great product!,2024-12-16,True,0
777,1242,87,2013,1,Review Title 777,This is a 1-star review for Notebook Notebook 941. Not satisfied.,2024-10-18,True,28
778,862,538,1563,4,Review Title 778,This is a 4-star review for Laptop Laptop 633. Great product!,2024-05-12,True,44
779,913,1065,1463,3,Review Title 779,This is a 3-star review for Book Book 390. Could be better.,2024-03-11,True,0
780,1476,820,2155,2,Review Title 780,This is a 2-star review for Jacket Jacket 170. Not satisfied.,2023-12-18,True,3
781,812,1046,799,5,Review Title 781,This is a 5-star review for Desk Chair Desk Chair 127. Great product!,2024-07-15,True,17
782,847,5,417,5,Review Title 782,This is a 5-star review for Coffee Maker Coffee Maker 856. Great product!,2025-10-17,True,9
783,290,81,1558,5,Review Title 783,This is a 5-star review for Blender Blender 542. Great product!,2024-09-17,True,2
784,491,128,2379,1,Review Title 784,This is a 1-star review for Toothbrush Toothbrush 431. Not satisfied.,2024-05-30,True,47
785,685,478,183,4,Review Title 785,This is a 4-star review for Dumbbells Dumbbells 288. Great product!,2023-10-10,True,7
786,917,83,1011,5,Review Title 786,This is a 5-star review for Book Max 294. Great product!,2025-05-09,True,35
787,167,254,843,5,Review Title 787,This is a 5-star review for Dog Food Dog Food 794. Great product!,2024-03-12,True,39
788,1206,625,2084,3,Review Title 788,This is a 3-star review for Blender Standard 785. Could be better.,2024-03-07,True,20
789,193,292,694,4,Review Title 789,This is a 4-star review for Bed Frame Basic 597. Great product!,2024-04-10,True,18
790,1322,842,1581,3,Review Title 790,This is a 3-star review for Yoga Mat Yoga Mat 695. Could be better.,2025-07-26,True,32
791,1239,439,2495,4,Review Title 791,This is a 4-star review for Coffee Maker Plus 857. Great product!,2023-11-06,True,29
792,1347,439,858,3,Review Title 792,This is a 3-star review for Coffee Maker Plus 857. Could be better.,2023-12-21,True,44
793,427,1129,575,5,Review Title 793,This is a 5-star review for Cat Toy Cat Toy 209. Great product!,2024-06-18,True,37
794,249,7,2448,2,Review Title 794,This is a 2-star review for Board Game Board Game 837. Not satisfied.,2025-10-06,True,25
795,135,1143,1443,5,Review Title 795,This is a 5-star review for T-Shirt T-Shirt 206. Great product!,2024-10-29,True,46
796,1229,536,2280,4,Review Title 796,This is a 4-star review for T-Shirt T-Shirt 999. Great product!,2024-11-03,True,42
797,1213,1046,902,4,Review Title 797,This is a 4-star review for Desk Chair Desk Chair 127. Great product!,2024-04-22,True,25
798,998,131,2383,5,Review Title 798,This is a 5-star review for Baby Diaper Baby Diaper 277. Great product!,2024-01-07,True,11
799,381,297,1949,4,Review Title 799,This is a 4-star review for Book Book 330. Great product!,2025-07-14,True,42
800,1180,41,2238,5,Review Title 800,This is a 5-star review for Laptop Laptop 212. Great product!,2023-12-04,True,32
801,215,979,35,2,Review Title 801,This is a 2-star review for Dumbbells Max 353. Not satisfied.,2024-04-18,True,28
802,253,385,948,5,Review Title 802,This is a 5-star review for Tablet Plus 789. Great product!,2024-05-11,True,49
803,1143,1041,951,4,Review Title 803,This is a 4-star review for Desk Chair Desk Chair 719. Great product!,2024-08-04,True,44
804,472,301,775,2,Review Title 804,This is a 2-star review for Smartphone Smartphone 685. Not satisfied.,2025-06-21,True,23
805,316,16,1334,5,Review Title 805,This is a 5-star review for Headphones Ultra 990. Great product!,2024-03-01,True,32
806,1167,937,1785,4,Review Title 806,This is a 4-star review for Headphones Headphones 392. Great product!,2025-03-20,True,25
807,922,1109,25,5,Review Title 807,This is a 5-star review for Jacket Jacket 229. Great product!,2024-02-08,True,27
808,741,439,1589,4,Review Title 808,This is a 4-star review for Coffee Maker Plus 857. Great product!,2023-11-23,True,50
809,1216,1189,167,3,Review Title 809,This is a 3-star review for Coffee Maker Premium 939. Could be better.,2024-11-08,True,32
810,1154,239,1458,3,Review Title 810,This is a 3-star review for Paint Set Paint Set 133. Could be better.,2025-04-25,True,11
811,1082,487,1835,1,Review Title 811,This is a 1-star review for Notebook Notebook 814. Not satisfied.,2024-02-22,True,22
812,416,978,1740,5,Review Title 812,This is a 5-star review for Board Game Basic 386. Great product!,2024-01-28,True,26
813,1455,15,2074,3,Review Title 813,This is a 3-star review for Notebook Premium 425. Could be better.,2024-10-23,True,12
814,1401,691,1776,5,Review Title 814,This is a 5-star review for T-Shirt Standard 359. Great product!,2024-09-26,True,11
815,1290,595,29,5,Review Title 815,This is a 5-star review for Dumbbells Dumbbells 462. Great product!,2024-11-09,True,49
816,919,556,1943,4,Review Title 816,This is a 4-star review for Cat Toy Ultra 309. Great product!,2025-09-02,True,41
817,1117,994,1,5,Review Title 817,This is a 5-star review for Laptop Max 922. Great product!,2025-08-20,True,2
818,541,419,1510,3,Review Title 818,This is a 3-star review for Paint Set Standard 826. Could be better.,2025-09-14,True,28
819,295,726,689,5,Review Title 819,This is a 5-star review for Bed Frame Bed Frame 402. Great product!,2024-08-11,True,21
820,1190,819,2180,3,Review Title 820,This is a 3-star review for T-Shirt T-Shirt 959. Could be better.,2025-08-06,True,10
821,1378,699,124,5,Review Title 821,This is a 5-star review for Book Book 969. Great product!,2024-12-01,True,5
822,227,560,1903,5,Review Title 822,This is a 5-star review for Smartphone Basic 326. Great product!,2025-04-05,True,11
823,806,683,752,3,Review Title 823,This is a 3-star review for Baby Diaper Baby Diaper 288. Could be better.,2023-12-11,True,0
824,352,727,399,5,Review Title 824,This is a 5-star review for Toothbrush Toothbrush 487. Great product!,2025-05-27,True,33
825,548,444,96,5,Review Title 825,This is a 5-star review for Desk Chair Premium 891. Great product!,2023-11-23,True,1
826,1186,924,1040,5,Review Title 826,This is a 5-star review for Notebook Notebook 690. Great product!,2024-05-10,True,39
827,1343,837,457,1,Review Title 827,This is a 1-star review for Sneakers Ultra 738. Not satisfied.,2024-01-10,True,16
828,1289,227,555,2,Review Title 828,This is a 2-star review for T-Shirt Ultra 911. Not satisfied.,2025-05-18,True,43
829,1353,162,1002,2,Review Title 829,This is a 2-star review for Sneakers Sneakers 117. Not satisfied.,2024-06-29,True,47
830,147,1182,1818,4,Review Title 830,This is a 4-star review for Coffee Maker Coffee Maker 975. Great product!,2024-11-06,True,29
831,1309,36,1744,5,Review Title 831,This is a 5-star review for Dumbbells Dumbbells 131. Great product!,2024-05-30,True,19
832,661,965,2478,5,Review Title 832,This is a 5-star review for Shampoo Deluxe 572. Great product!,2024-09-11,True,23
833,90,393,805,5,Review Title 833,This is a 5-star review for Tablet Tablet 193. Great product!,2024-06-22,True,20
834,1310,1168,1277,5,Review Title 834,This is a 5-star review for Tablet Tablet 659. Great product!,2024-02-21,True,38
835,1077,556,1164,5,Review Title 835,This is a 5-star review for Cat Toy Ultra 309. Great product!,2024-05-16,True,0
836,1308,447,454,5,Review Title 836,This is a 5-star review for Dog Food Basic 398. Great product!,2025-06-22,True,6
837,1253,783,1790,2,Review Title 837,This is a 2-star review for Cat Toy Cat Toy 262. Not satisfied.,2024-06-07,True,7
838,429,83,440,5,Review Title 838,This is a 5-star review for Book Max 294. Great product!,2024-01-01,True,10
839,516,894,355,4,Review Title 839,This is a 4-star review for Tablet Tablet 250. Great product!,2024-05-23,True,38
840,987,1192,102,4,Review Title 840,This is a 4-star review for Shampoo Shampoo 628. Great product!,2025-07-16,True,23
841,562,273,1991,4,Review Title 841,This is a 4-star review for Coffee Maker Coffee Maker 919. Great product!,2025-07-15,True,25
842,1082,1084,1835,5,Review Title 842,This is a 5-star review for Toothbrush Toothbrush 172. Great product!,2024-02-23,True,4
843,862,774,1563,2,Review Title 843,This is a 2-star review for Smartphone Standard 866. Not satisfied.,2024-06-01,True,31
844,1277,605,1916,5,Review Title 844,This is a 5-star review for Tablet Tablet 398. Great product!,2024-03-08,True,1
845,513,161,1594,3,Review Title 845,This is a 3-star review for Smart Watch Basic 612. Could be better.,2025-01-21,True,7
846,97,1112,1923,2,Review Title 846,This is a 2-star review for Sneakers Sneakers 552. Not satisfied.,2023-11-16,True,36
847,283,783,1682,5,Review Title 847,This is a 5-star review for Cat Toy Cat Toy 262. Great product!,2023-12-27,True,15
848,1207,1159,2034,4,Review Title 848,This is a 4-star review for Headphones Headphones 241. Great product!,2025-06-21,True,45
849,414,456,1634,4,Review Title 849,This is a 4-star review for Coffee Maker Max 753. Great product!,2025-02-17,True,42
850,1054,218,1317,1,Review Title 850,This is a 1-star review for Desk Chair Max 245. Not satisfied.,2024-09-17,True,47
851,1203,372,427,4,Review Title 851,This is a 4-star review for Cat Toy Max 481. Great product!,2024-05-07,True,11
852,1196,528,1549,5,Review Title 852,This is a 5-star review for Desk Chair Desk Chair 588. Great product!,2025-09-01,True,48
853,168,504,1461,2,Review Title 853,This is a 2-star review for T-Shirt Plus 947. Not satisfied.,2025-04-11,True,29
854,252,403,2168,5,Review Title 854,This is a 5-star review for Board Game Board Game 779. Great product!,2025-02-17,True,17
855,422,118,1848,2,Review Title 855,This is a 2-star review for Jeans Jeans 969. Not satisfied.,2023-11-08,True,29
856,1109,69,1872,5,Review Title 856,This is a 5-star review for Dog Food Dog Food 261. Great product!,2025-05-14,True,22
857,171,5,23,1,Review Title 857,This is a 1-star review for Coffee Maker Coffee Maker 856. Not satisfied.,2025-03-14,True,7
858,126,137,1285,1,Review Title 858,This is a 1-star review for Sneakers Standard 831. Not satisfied.,2025-10-07,True,34
859,1328,673,2117,4,Review Title 859,This is a 4-star review for Dumbbells Basic 612. Great product!,2025-04-07,True,13
860,1160,529,276,5,Review Title 860,This is a 5-star review for Coffee Maker Coffee Maker 464. Great product!,2024-02-10,True,44
861,104,338,751,5,Review Title 861,This is a 5-star review for Coffee Maker Coffee Maker 256. Great product!,2025-01-18,True,17
862,1080,846,478,4,Review Title 862,This is a 4-star review for Blender Ultra 407. Great product!,2025-09-20,True,9
863,1133,21,344,5,Review Title 863,This is a 5-star review for Sneakers Basic 730. Great product!,2025-04-17,True,15
864,547,1196,1669,5,Review Title 864,This is a 5-star review for Coffee Maker Pro 658. Great product!,2024-09-10,True,50
865,441,569,2000,5,Review Title 865,This is a 5-star review for Notebook Notebook 451. Great product!,2025-07-15,True,17
866,295,1039,689,2,Review Title 866,This is a 2-star review for Bed Frame Premium 338. Not satisfied.,2024-09-06,True,41
867,753,1199,1020,2,Review Title 867,This is a 2-star review for T-Shirt T-Shirt 868. Not satisfied.,2024-06-16,True,49
