product_id,product_name,category_id,supplier_id,price,cost,weight_kg,dimensions_cm,description,sku,barcode,status,created_date,is_featured
303,Bed Frame Bed Frame 861,26,52,762.04,486.98,21.54,104x36x146,High-quality bed frame bed frame 861 perfect for everyday use.,SKU346469,883068183269,active,2024-01-16,False
304,Dog Food Dog Food 107,12,99,34.97,17.05,12.22,195x182x127,High-quality dog food dog food 107 perfect for everyday use.,SKU988736,982504315486,active,2025-06-30,False
305,Sneakers Sneakers 202,2,78,138.91,50.78,24.49,60x53x41,High-quality sneakers sneakers 202 perfect for everyday use.,SKU823730,764459221347,active,2023-10-14,False
306,Cat Toy Deluxe 396,12,72,8.89,3.33,16.18,200x46x106,High-quality cat toy deluxe 396 perfect for everyday use.,SKU942944,514293358555,discontinued,2024-01-05,False
307,Dog Food Standard 584,12,91,56.74,31.14,36.07,91x171x41,High-quality dog food standard 584 perfect for everyday use.,SKU149004,362579958235,active,2023-10-27,False
308,Shampoo Pro 166,6,98,15.2,5.71,25.86,80x40x59,High-quality shampoo pro 166 perfect for everyday use.,SKU411345,823678985613,active,2025-07-18,False
309,Desk Chair Desk Chair 109,26,42,339.91,167.68,16.48,73x181x92,High-quality desk chair desk chair 109 perfect for everyday use.,SKU232998,529053055856,discontinued,2025-08-01,False
310,Blender Blender 806,27,71,107.03,35.08,6.3,5x188x105,High-quality blender blender 806 perfect for everyday use.,SKU926909,332984172723,out_of_stock,2023-11-09,False
311,Paint Set Paint Set 842,15,64,67.85,45.15,23.4,57x24x111,High-quality paint set paint set 842 perfect for everyday use.,SKU861241,870973395997,active,2025-08-25,False
312,Dumbbells Dumbbells 128,46,27,94.79,45.23,2.71,101x13x90,High-quality dumbbells dumbbells 128 perfect for everyday use.,SKU744205,286028742873,active,2023-12-30,False
313,Book Book 186,5,61,24.56,7.74,14.95,18x38x131,High-quality book book 186 perfect for everyday use.,SKU383376,838813843098,active,2023-12-05,False
314,Sofa Sofa 538,26,73,1180.16,419.06,42.11,115x45x8,High-quality sofa sofa 538 perfect for everyday use.,SKU983708,366459813234,discontinued,2023-10-06,False
315,Desk Chair Desk Chair 912,26,34,342.87,158.21,36.47,77x151x119,High-quality desk chair desk chair 912 perfect for everyday use.,SKU380248,754188206885,discontinued,2024-05-19,False
316,Jeans Jeans 322,2,74,118.48,68.67,37.45,143x186x76,High-quality jeans jeans 322 perfect for everyday use.,SKU983020,761413177481,active,2025-07-11,False
317,Baby Diaper Basic 933,13,77,22.84,14.77,33.13,41x111x116,High-quality baby diaper basic 933 perfect for everyday use.,SKU411006,238368720450,active,2025-05-17,False
318,Shampoo Shampoo 203,6,71,10.22,3.71,46.73,141x171x24,High-quality shampoo shampoo 203 perfect for everyday use.,SKU792618,461225344210,active,2024-01-07,False
319,Board Game Pro 816,7,56,22.93,13.16,49.39,46x40x54,High-quality board game pro 816 perfect for everyday use.,SKU956288,875374975164,active,2024-11-21,False
320,Book Book 752,5,60,13.23,6.07,34.83,21x136x133,High-quality book book 752 perfect for everyday use.,SKU651923,241584417242,active,2025-03-03,False
321,Dog Food Premium 169,12,90,35.52,11.36,36.59,183x190x70,High-quality dog food premium 169 perfect for everyday use.,SKU703491,506486158065,active,2024-08-14,False
322,Notebook Notebook 871,14,88,15.19,7.69,13.54,104x54x178,High-quality notebook notebook 871 perfect for everyday use.,SKU667884,589275496429,active,2025-04-24,False
323,Headphones Headphones 160,1,11,193.48,68.93,6.71,30x112x87,High-quality headphones headphones 160 perfect for everyday use.,SKU473637,451761551137,active,2024-06-25,False
324,Coffee Maker Coffee Maker 781,27,42,189.02,128.31,37.96,131x95x30,High-quality coffee maker coffee maker 781 perfect for everyday use.,SKU280510,616490285857,active,2024-07-14,False
325,Laptop Laptop 557,1,54,1036.3,637.07,42.81,79x179x19,High-quality laptop laptop 557 perfect for everyday use.,SKU474775,555572726369,active,2024-09-02,False
326,Board Game Premium 982,7,66,32.1,10.51,23.67,80x6x41,High-quality board game premium 982 perfect for everyday use.,SKU940617,319909697806,active,2024-04-05,False
327,Bed Frame Plus 956,26,6,390.97,190.79,22.69,67x109x54,High-quality bed frame plus 956 perfect for everyday use.,SKU147796,786687518360,active,2024-11-27,False
328,Jacket Jacket 624,2,6,189.31,61.39,16.71,17x143x161,High-quality jacket jacket 624 perfect for everyday use.,SKU871630,347109543683,active,2025-08-28,False
329,Paint Set Paint Set 317,15,75,39.8,21.15,31.93,160x126x157,High-quality paint set paint set 317 perfect for everyday use.,SKU608340,735205579205,active,2024-05-18,False
330,Jacket Jacket 668,2,50,125.68,48.25,26.38,81x86x15,High-quality jacket jacket 668 perfect for everyday use.,SKU586579,487425995760,active,2024-09-07,False
331,Sofa Sofa 114,26,82,1359.56,678.84,28.69,178x9x91,High-quality sofa sofa 114 perfect for everyday use.,SKU712869,790752662546,out_of_stock,2024-03-16,True
332,Cat Toy Premium 376,12,6,7.21,4.68,48.48,95x140x158,High-quality cat toy premium 376 perfect for everyday use.,SKU899755,465673137833,active,2024-04-13,False
333,Laptop Premium 257,1,96,828.61,280.52,23.05,78x141x116,High-quality laptop premium 257 perfect for everyday use.,SKU582634,771572142432,active,2024-09-19,False
334,Headphones Deluxe 855,1,67,116.83,77.53,10.15,133x138x198,High-quality headphones deluxe 855 perfect for everyday use.,SKU859073,450496706811,active,2023-12-12,False
335,Dumbbells Deluxe 262,46,22,47.13,28.59,21.53,193x169x97,High-quality dumbbells deluxe 262 perfect for everyday use.,SKU857671,514673234932,out_of_stock,2023-12-31,False
336,T-Shirt T-Shirt 592,2,13,25.24,12.79,22.23,184x5x103,High-quality t-shirt t-shirt 592 perfect for everyday use.,SKU522424,334463791494,active,2023-11-26,False
337,Cat Toy Cat Toy 931,12,98,12.94,8.51,27.09,43x80x42,High-quality cat toy cat toy 931 perfect for everyday use.,SKU500015,498673161067,active,2024-10-15,False
338,Coffee Maker Coffee Maker 256,27,19,85.33,41.31,23.74,120x164x133,High-quality coffee maker coffee maker 256 perfect for everyday use.,SKU707410,349843671342,active,2024-06-03,False
339,Shampoo Deluxe 423,6,92,22.01,14.29,31.92,19x176x146,High-quality shampoo deluxe 423 perfect for everyday use.,SKU394196,614579687307,active,2024-06-28,False
340,Baby Diaper Standard 530,13,76,27.41,11.66,49.44,144x143x164,High-quality baby diaper standard 530 perfect for everyday use.,SKU818789,922281938567,active,2025-02-25,False
341,Tablet Tablet 428,1,75,496.47,160.47,25.55,160x200x187,High-quality tablet tablet 428 perfect for everyday use.,SKU757653,282066268856,active,2024-08-10,False
342,Jeans Jeans 553,2,20,72.88,37.17,34.29,107x25x43,High-quality jeans jeans 553 perfect for everyday use.,SKU349346,540636491023,out_of_stock,2023-11-01,False
343,Headphones Headphones 441,1,70,234.56,121.71,46.43,170x143x138,High-quality headphones headphones 441 perfect for everyday use.,SKU774837,961809511486,active,2025-06-20,False
344,Smart Watch Smart Watch 600,1,92,152.46,70.24,48.29,14x35x17,High-quality smart watch smart watch 600 perfect for everyday use.,SKU576768,244251357399,active,2025-02-16,False
345,Smart Watch Smart Watch 721,1,91,462.71,180.25,46.49,116x174x82,High-quality smart watch smart watch 721 perfect for everyday use.,SKU736980,602090782864,active,2025-08-12,False
346,Board Game Board Game 435,7,67,38.41,20.96,43.27,53x91x95,High-quality board game board game 435 perfect for everyday use.,SKU824059,114800848396,active,2024-05-18,False
347,Notebook Notebook 960,14,28,17.08,11.26,16.53,166x15x179,High-quality notebook notebook 960 perfect for everyday use.,SKU985163,451189304228,active,2024-07-05,False
348,Smartphone Max 637,1,95,730.6,395.55,13.77,76x72x16,High-quality smartphone max 637 perfect for everyday use.,SKU426295,690597090962,active,2025-02-26,False
349,Tablet Standard 152,1,97,590.84,343.06,11.42,170x87x17,High-quality tablet standard 152 perfect for everyday use.,SKU308092,690131067762,active,2024-07-01,False
350,Dog Food Dog Food 895,12,5,41.35,13.64,21.95,120x163x119,High-quality dog food dog food 895 perfect for everyday use.,SKU663847,258409046020,active,2025-02-03,False
351,Book Book 624,5,61,15.84,7.36,14.74,199x64x113,High-quality book book 624 perfect for everyday use.,SKU860877,571828892688,active,2024-11-27,False
352,Tablet Ultra 727,1,64,391.58,151.72,10.49,35x95x154,High-quality tablet ultra 727 perfect for everyday use.,SKU622420,595493418204,active,2023-10-06,False
353,Toothbrush Toothbrush 339,9,72,4.25,1.94,10.5,14x39x149,High-quality toothbrush toothbrush 339 perfect for everyday use.,SKU970177,461158337747,active,2024-03-05,False
354,Baby Diaper Baby Diaper 941,13,12,20.67,7.65,49.63,100x22x145,High-quality baby diaper baby diaper 941 perfect for everyday use.,SKU463813,914441028133,active,2025-01-11,False
355,Shampoo Shampoo 124,6,39,24.09,16.0,19.28,125x186x70,High-quality shampoo shampoo 124 perfect for everyday use.,SKU507661,899622777564,active,2025-05-26,False
356,Dog Food Dog Food 765,12,35,23.29,12.83,46.18,161x34x113,High-quality dog food dog food 765 perfect for everyday use.,SKU166733,101898175619,active,2024-10-19,True
357,T-Shirt Max 514,2,37,34.76,11.43,5.03,200x81x75,High-quality t-shirt max 514 perfect for everyday use.,SKU800077,522966286455,discontinued,2023-10-14,False
358,Baby Diaper Baby Diaper 308,13,37,32.35,20.2,49.81,156x189x37,High-quality baby diaper baby diaper 308 perfect for everyday use.,SKU662051,415272366839,active,2023-11-18,False
359,Sneakers Sneakers 129,2,82,173.67,81.61,46.65,12x152x190,High-quality sneakers sneakers 129 perfect for everyday use.,SKU777180,523419963043,active,2023-10-05,False
360,Headphones Headphones 563,1,49,164.92,89.04,20.75,24x5x40,High-quality headphones headphones 563 perfect for everyday use.,SKU428673,532703375761,out_of_stock,2025-01-25,False
361,Smartphone Smartphone 958,1,29,415.21,237.51,29.46,15x23x58,High-quality smartphone smartphone 958 perfect for everyday use.,SKU860425,707408777895,active,2025-02-14,False
362,Sofa Sofa 116,26,79,640.68,413.69,7.57,82x75x108,High-quality sofa sofa 116 perfect for everyday use.,SKU226141,423300862100,active,2025-09-01,False
363,Jeans Jeans 458,2,51,45.01,18.98,21.77,83x40x101,High-quality jeans jeans 458 perfect for everyday use.,SKU953075,220484769918,discontinued,2024-03-15,False
364,Sofa Sofa 168,26,46,1351.42,828.31,32.18,161x167x90,High-quality sofa sofa 168 perfect for everyday use.,SKU473308,935726108814,active,2025-04-20,False
365,Sofa Sofa 369,26,6,1717.84,720.55,46.37,145x87x5,High-quality sofa sofa 369 perfect for everyday use.,SKU287590,983659246362,active,2024-10-21,False
366,Notebook Notebook 900,14,88,19.53,11.95,27.51,128x41x51,High-quality notebook notebook 900 perfect for everyday use.,SKU659357,692321538081,active,2025-02-06,False
367,Book Book 339,5,36,11.32,7.59,36.97,26x100x180,High-quality book book 339 perfect for everyday use.,SKU605625,736911054241,active,2025-03-10,False
368,Tablet Standard 638,1,41,510.24,273.42,6.79,181x7x79,High-quality tablet standard 638 perfect for everyday use.,SKU114642,454691983801,active,2024-12-10,False
369,Sofa Sofa 626,26,48,791.48,458.54,3.08,190x183x142,High-quality sofa sofa 626 perfect for everyday use.,SKU603760,370432741228,active,2025-07-03,False
370,Shampoo Shampoo 166,6,69,12.25,5.8,31.6,8x129x145,High-quality shampoo shampoo 166 perfect for everyday use.,SKU181386,600573252858,active,2025-06-21,True
371,Cat Toy Cat Toy 427,12,98,11.35,3.99,2.74,169x145x171,High-quality cat toy cat toy 427 perfect for everyday use.,SKU978552,254628699350,active,2024-07-17,False
372,Cat Toy Max 481,12,96,19.13,7.11,20.27,18x52x54,High-quality cat toy max 481 perfect for everyday use.,SKU156864,574603345914,active,2024-10-20,False
373,Baby Diaper Baby Diaper 119,13,18,31.88,21.24,37.07,29x79x44,High-quality baby diaper baby diaper 119 perfect for everyday use.,SKU128635,548410545043,active,2024-05-25,True
374,Board Game Ultra 119,7,55,23.82,15.34,10.37,194x137x41,High-quality board game ultra 119 perfect for everyday use.,SKU234977,405529499725,discontinued,2025-08-21,True
375,Board Game Board Game 701,7,7,25.22,14.27,7.08,12x29x174,High-quality board game board game 701 perfect for everyday use.,SKU875065,931565579950,active,2025-08-12,False
376,Headphones Premium 314,1,30,105.91,36.05,18.24,137x101x34,High-quality headphones premium 314 perfect for everyday use.,SKU935303,272720723608,active,2025-01-22,False
377,Jacket Jacket 521,2,28,195.48,84.7,25.08,81x81x161,High-quality jacket jacket 521 perfect for everyday use.,SKU564223,973717452303,active,2025-09-23,False
378,Shampoo Shampoo 374,6,75,10.96,3.53,12.45,197x121x167,High-quality shampoo shampoo 374 perfect for everyday use.,SKU802567,789228663880,out_of_stock,2025-01-23,False
379,Shampoo Standard 950,6,100,11.94,5.52,34.45,103x108x99,High-quality shampoo standard 950 perfect for everyday use.,SKU953618,719903434341,active,2025-07-23,False
380,Paint Set Paint Set 478,15,66,68.31,44.33,45.81,111x81x31,High-quality paint set paint set 478 perfect for everyday use.,SKU379551,961023829937,active,2024-09-15,False
381,Dumbbells Standard 896,46,98,99.47,40.62,36.01,175x64x91,High-quality dumbbells standard 896 perfect for everyday use.,SKU318500,738065465454,active,2023-10-14,False
382,Coffee Maker Coffee Maker 884,27,96,136.49,89.44,14.55,186x198x104,High-quality coffee maker coffee maker 884 perfect for everyday use.,SKU617843,752507662054,active,2025-04-27,False
383,Board Game Standard 984,7,26,45.79,30.84,27.4,62x87x74,High-quality board game standard 984 perfect for everyday use.,SKU322825,825592574545,active,2024-12-09,False
384,Board Game Pro 522,7,69,51.39,23.5,28.32,156x168x65,High-quality board game pro 522 perfect for everyday use.,SKU745829,927246858457,active,2024-03-18,False
385,Tablet Plus 789,1,51,767.8,255.92,25.81,55x182x123,High-quality tablet plus 789 perfect for everyday use.,SKU192677,366413501085,discontinued,2025-09-05,False
386,Jeans Pro 582,2,99,95.29,58.13,4.86,142x162x113,High-quality jeans pro 582 perfect for everyday use.,SKU954084,120236075605,active,2024-03-08,False
387,Dumbbells Dumbbells 220,46,37,39.23,13.69,9.9,81x118x106,High-quality dumbbells dumbbells 220 perfect for everyday use.,SKU292878,805763262728,active,2024-12-18,False
388,Notebook Notebook 819,14,27,9.45,5.67,9.64,32x122x40,High-quality notebook notebook 819 perfect for everyday use.,SKU884388,743947658168,discontinued,2024-02-04,False
389,Book Premium 617,5,86,26.93,8.94,32.14,184x103x188,High-quality book premium 617 perfect for everyday use.,SKU406322,604947094238,active,2025-06-30,False
390,Blender Blender 663,27,77,64.66,27.9,5.33,104x32x48,High-quality blender blender 663 perfect for everyday use.,SKU466901,949481254414,active,2024-02-22,True
391,Dumbbells Dumbbells 378,45,97,81.2,25.46,11.4,74x74x60,High-quality dumbbells dumbbells 378 perfect for everyday use.,SKU599371,834085682166,active,2024-07-26,False
392,Cat Toy Cat Toy 380,12,6,13.0,4.42,27.32,181x72x27,High-quality cat toy cat toy 380 perfect for everyday use.,SKU863751,643030583853,active,2024-01-23,False
393,Tablet Tablet 193,1,37,262.24,79.77,35.55,174x173x26,High-quality tablet tablet 193 perfect for everyday use.,SKU909143,151646617879,active,2024-11-13,False
394,T-Shirt Deluxe 973,2,70,29.59,10.29,37.42,23x163x159,High-quality t-shirt deluxe 973 perfect for everyday use.,SKU141476,418886065159,out_of_stock,2025-05-04,False
395,Paint Set Basic 409,15,8,55.44,36.33,9.95,113x20x183,High-quality paint set basic 409 perfect for everyday use.,SKU601277,205962425860,active,2024-05-19,False
396,Shampoo Deluxe 160,6,13,9.36,5.76,44.2,131x34x57,High-quality shampoo deluxe 160 perfect for everyday use.,SKU241800,876455745045,discontinued,2025-06-20,False
397,Book Book 410,5,1,28.12,15.96,46.65,147x172x27,High-quality book book 410 perfect for everyday use.,SKU403382,229244223053,active,2025-05-16,False
398,Blender Blender 596,27,78,142.73,47.11,21.86,135x99x130,High-quality blender blender 596 perfect for everyday use.,SKU499050,307999696828,active,2024-01-18,True
399,Bed Frame Standard 408,26,49,568.8,195.94,28.92,78x48x68,High-quality bed frame standard 408 perfect for everyday use.,SKU772572,229500787712,active,2024-10-07,False
400,Smartphone Smartphone 184,1,7,1128.07,436.7,33.21,174x52x104,High-quality smartphone smartphone 184 perfect for everyday use.,SKU169656,703041411354,active,2025-01-12,False
401,Board Game Board Game 279,7,40,50.31,25.09,0.2,167x98x77,High-quality board game board game 279 perfect for everyday use.,SKU610193,992153458298,discontinued,2025-07-24,False
402,Blender Blender 467,27,65,86.85,47.06,47.49,61x19x12,High-quality blender blender 467 perfect for everyday use.,SKU487180,748995186046,active,2023-12-25,False
403,Board Game Board Game 779,7,47,56.68,21.72,14.88,42x52x119,High-quality board game board game 779 perfect for everyday use.,SKU769150,197600601920,active,2024-06-19,False
404,Dumbbells Dumbbells 470,45,49,58.36,18.11,23.87,174x15x26,High-quality dumbbells dumbbells 470 perfect for everyday use.,SKU408344,221437856896,discontinued,2025-02-13,True
405,Dumbbells Dumbbells 366,50,57,32.84,19.05,5.22,6x5x168,High-quality dumbbells dumbbells 366 perfect for everyday use.,SKU952210,548445481313,active,2024-03-23,False
406,Cat Toy Cat Toy 923,12,69,16.4,8.11,23.64,48x54x133,High-quality cat toy cat toy 923 perfect for everyday use.,SKU855095,233622104853,active,2024-10-04,False
407,Cat Toy Ultra 665,12,20,7.22,2.67,26.85,125x88x44,High-quality cat toy ultra 665 perfect for everyday use.,SKU651560,491669255111,active,2024-01-17,False
408,Book Max 139,5,58,24.53,12.8,5.88,100x31x185,High-quality book max 139 perfect for everyday use.,SKU221069,374603082740,active,2024-10-08,False
409,Paint Set Standard 249,15,76,34.06,18.98,41.3,116x79x35,High-quality paint set standard 249 perfect for everyday use.,SKU770623,497992735619,active,2024-05-15,False
410,Smartphone Smartphone 129,1,10,414.86,214.14,15.08,164x78x187,High-quality smartphone smartphone 129 perfect for everyday use.,SKU445430,431754375598,active,2025-07-11,False
411,Paint Set Paint Set 622,15,84,66.85,22.61,23.53,109x121x78,High-quality paint set paint set 622 perfect for everyday use.,SKU868358,790990599116,active,2025-05-20,False
412,T-Shirt T-Shirt 790,2,3,34.44,18.74,37.82,132x148x169,High-quality t-shirt t-shirt 790 perfect for everyday use.,SKU844875,129927622895,active,2023-11-09,False
413,Blender Blender 199,27,93,64.41,36.34,22.29,66x189x108,High-quality blender blender 199 perfect for everyday use.,SKU725225,115357553011,discontinued,2024-11-06,False
414,Bed Frame Bed Frame 604,26,40,670.55,360.05,1.14,199x76x52,High-quality bed frame bed frame 604 perfect for everyday use.,SKU703888,911296957305,active,2025-09-28,False
415,Toothbrush Toothbrush 150,9,20,11.27,5.0,40.07,114x8x101,High-quality toothbrush toothbrush 150 perfect for everyday use.,SKU169916,154665861552,active,2024-08-27,False
416,Blender Premium 480,27,52,88.85,28.19,22.26,28x62x112,High-quality blender premium 480 perfect for everyday use.,SKU796130,175420221746,active,2024-11-26,False
417,Bed Frame Plus 750,26,62,212.3,87.5,30.84,46x168x161,High-quality bed frame plus 750 perfect for everyday use.,SKU990114,423830954938,active,2024-12-27,False
418,Paint Set Paint Set 284,15,2,42.77,27.83,33.8,66x195x41,High-quality paint set paint set 284 perfect for everyday use.,SKU362702,332676026020,active,2024-11-24,False
419,Paint Set Standard 826,15,43,31.93,10.99,47.12,106x158x32,High-quality paint set standard 826 perfect for everyday use.,SKU443543,471663178977,active,2024-11-10,False
420,Shampoo Shampoo 954,6,2,16.48,10.28,8.31,120x20x66,High-quality shampoo shampoo 954 perfect for everyday use.,SKU899946,341432545284,active,2023-11-26,False
421,Board Game Board Game 327,7,69,53.93,23.13,7.05,104x62x16,High-quality board game board game 327 perfect for everyday use.,SKU393112,253880686697,discontinued,2024-01-18,False
422,T-Shirt T-Shirt 201,2,77,31.99,21.77,6.64,82x27x109,High-quality t-shirt t-shirt 201 perfect for everyday use.,SKU586550,296576781805,active,2025-05-29,False
423,Sneakers Sneakers 491,2,1,144.58,70.83,49.31,95x197x13,High-quality sneakers sneakers 491 perfect for everyday use.,SKU325914,745235634669,active,2025-04-21,False
424,Book Ultra 146,5,7,18.36,10.44,12.04,67x59x100,High-quality book ultra 146 perfect for everyday use.,SKU749063,637840255726,active,2024-01-19,False
425,Toothbrush Pro 288,9,56,11.5,6.43,7.4,92x101x188,High-quality toothbrush pro 288 perfect for everyday use.,SKU852816,407850436578,active,2023-10-13,False
426,Desk Chair Desk Chair 714,26,75,192.73,113.87,40.61,41x63x5,High-quality desk chair desk chair 714 perfect for everyday use.,SKU399530,958108360135,out_of_stock,2024-10-11,False
427,Jeans Jeans 184,2,60,116.99,65.56,39.11,24x77x89,High-quality jeans jeans 184 perfect for everyday use.,SKU495150,582280268355,active,2024-12-08,False
428,Blender Blender 221,27,46,107.64,72.98,30.75,31x25x176,High-quality blender blender 221 perfect for everyday use.,SKU573285,649644294807,active,2024-07-17,False
429,Baby Diaper Baby Diaper 452,13,98,19.42,9.48,6.34,152x45x146,High-quality baby diaper baby diaper 452 perfect for everyday use.,SKU190744,872326889907,active,2023-12-05,False
430,Bed Frame Bed Frame 175,26,20,678.29,373.05,3.56,34x105x127,High-quality bed frame bed frame 175 perfect for everyday use.,SKU756475,849674062340,active,2024-07-03,True
431,Dog Food Dog Food 309,12,26,33.41,11.83,6.24,96x154x44,High-quality dog food dog food 309 perfect for everyday use.,SKU175090,254056202119,active,2024-09-06,False
432,Desk Chair Desk Chair 476,26,11,224.23,149.03,42.31,160x84x54,High-quality desk chair desk chair 476 perfect for everyday use.,SKU122621,130236751851,active,2025-01-21,False
433,Board Game Board Game 650,7,32,42.58,24.64,3.75,41x71x116,High-quality board game board game 650 perfect for everyday use.,SKU461317,824129073230,active,2023-12-27,False
434,Dumbbells Dumbbells 229,50,69,97.96,58.97,5.25,173x146x56,High-quality dumbbells dumbbells 229 perfect for everyday use.,SKU940378,648394357649,active,2024-08-02,False
435,Tablet Tablet 636,1,100,283.68,95.8,43.55,104x95x46,High-quality tablet tablet 636 perfect for everyday use.,SKU834348,531334847975,active,2024-12-03,False
436,Blender Blender 477,27,24,47.0,16.82,15.86,93x61x68,High-quality blender blender 477 perfect for everyday use.,SKU612763,840303890896,out_of_stock,2024-08-23,False
437,Paint Set Paint Set 520,15,38,39.31,18.73,8.07,76x152x78,High-quality paint set paint set 520 perfect for everyday use.,SKU842557,121991580036,active,2024-11-18,False
438,Smart Watch Deluxe 692,1,42,195.36,102.95,46.45,33x41x177,High-quality smart watch deluxe 692 perfect for everyday use.,SKU156871,563282522949,active,2025-05-22,False
439,Coffee Maker Plus 857,27,57,97.94,30.24,10.85,180x73x40,High-quality coffee maker plus 857 perfect for everyday use.,SKU176492,731922792046,active,2025-06-08,False
440,Cat Toy Cat Toy 290,12,64,7.21,2.73,49.2,181x184x176,High-quality cat toy cat toy 290 perfect for everyday use.,SKU865378,107297283487,active,2024-12-09,False
441,Sofa Sofa 240,26,38,1060.37,684.58,2.69,11x57x63,High-quality sofa sofa 240 perfect for everyday use.,SKU781291,682444655935,active,2025-05-14,True
442,Blender Blender 297,27,20,88.92,52.68,46.33,183x185x74,High-quality blender blender 297 perfect for everyday use.,SKU432038,886254027428,active,2024-08-20,False
443,Paint Set Plus 516,15,67,59.66,33.91,0.32,22x40x43,High-quality paint set plus 516 perfect for everyday use.,SKU128381,155151724640,active,2023-11-06,False
444,Desk Chair Premium 891,26,27,389.41,201.42,10.7,120x177x152,High-quality desk chair premium 891 perfect for everyday use.,SKU499534,661738702072,out_of_stock,2025-04-11,False
445,Baby Diaper Baby Diaper 857,13,49,30.95,17.92,16.84,178x69x160,High-quality baby diaper baby diaper 857 perfect for everyday use.,SKU399934,580566693391,active,2024-01-24,False
446,Bed Frame Bed Frame 386,26,15,540.96,342.74,7.36,164x99x200,High-quality bed frame bed frame 386 perfect for everyday use.,SKU198127,722375536556,discontinued,2025-02-20,False
447,Dog Food Basic 398,12,68,35.66,17.48,44.74,169x20x143,High-quality dog food basic 398 perfect for everyday use.,SKU151157,905409115040,active,2024-04-25,False
448,Paint Set Max 162,15,9,40.5,16.56,19.31,135x92x24,High-quality paint set max 162 perfect for everyday use.,SKU820480,307576511307,active,2024-04-12,False
449,Headphones Headphones 322,1,46,169.33,81.83,9.93,164x168x8,High-quality headphones headphones 322 perfect for everyday use.,SKU208117,546342340359,active,2024-04-18,False
450,Dumbbells Dumbbells 598,46,34,88.86,42.68,48.11,160x14x44,High-quality dumbbells dumbbells 598 perfect for everyday use.,SKU585060,214491192146,active,2024-08-10,False
451,Desk Chair Desk Chair 205,26,67,230.78,79.08,21.27,137x113x33,High-quality desk chair desk chair 205 perfect for everyday use.,SKU189325,729507988831,discontinued,2024-06-04,False
452,Dumbbells Dumbbells 853,50,26,79.9,30.42,3.38,15x189x87,High-quality dumbbells dumbbells 853 perfect for everyday use.,SKU129448,692615467678,active,2025-02-28,False
453,Jacket Jacket 168,2,57,179.97,84.37,27.32,68x98x66,High-quality jacket jacket 168 perfect for everyday use.,SKU359485,819744187463,active,2024-01-30,False
454,Desk Chair Deluxe 509,26,100,297.84,100.58,16.82,16x22x179,High-quality desk chair deluxe 509 perfect for everyday use.,SKU446293,995670013962,active,2024-12-28,False
455,Coffee Maker Coffee Maker 313,27,26,50.65,32.92,39.46,92x57x45,High-quality coffee maker coffee maker 313 perfect for everyday use.,SKU965842,295257914492,active,2024-05-26,False
456,Coffee Maker Max 753,27,8,105.65,62.91,6.38,137x99x81,High-quality coffee maker max 753 perfect for everyday use.,SKU547185,105319545349,active,2024-03-20,False
457,Jeans Jeans 677,2,93,113.91,39.87,31.98,200x62x147,High-quality jeans jeans 677 perfect for everyday use.,SKU849757,284016203568,active,2024-05-21,False
458,Sofa Sofa 873,26,65,673.93,439.08,16.02,182x192x128,High-quality sofa sofa 873 perfect for everyday use.,SKU784167,316423126835,active,2025-09-27,False
459,Smartphone Smartphone 184,1,19,431.78,137.83,14.01,54x80x177,High-quality smartphone smartphone 184 perfect for everyday use.,SKU404367,338322838235,active,2023-11-04,False
460,Yoga Mat Yoga Mat 808,50,13,61.42,42.64,41.73,187x114x35,High-quality yoga mat yoga mat 808 perfect for everyday use.,SKU810783,742439592414,active,2023-12-22,False
461,Dumbbells Dumbbells 544,46,99,54.49,25.04,14.87,160x161x190,High-quality dumbbells dumbbells 544 perfect for everyday use.,SKU814354,677147516146,active,2025-01-31,False
462,Paint Set Basic 255,15,37,33.88,21.33,49.32,102x179x187,High-quality paint set basic 255 perfect for everyday use.,SKU482236,955541493757,discontinued,2024-06-16,False
463,Baby Diaper Max 693,13,80,16.9,6.82,22.99,97x182x77,High-quality baby diaper max 693 perfect for everyday use.,SKU601471,369173167704,active,2024-07-24,True
464,Headphones Headphones 755,1,43,196.69,65.51,35.13,16x22x106,High-quality headphones headphones 755 perfect for everyday use.,SKU843271,560211724552,active,2025-09-19,True
465,Smartphone Smartphone 673,1,34,814.64,312.47,45.5,158x121x147,High-quality smartphone smartphone 673 perfect for everyday use.,SKU995369,341391370187,active,2024-11-06,False
466,Desk Chair Desk Chair 191,26,74,280.04,96.09,28.55,69x103x67,High-quality desk chair desk chair 191 perfect for everyday use.,SKU845412,527922926041,active,2024-12-12,False
467,Sneakers Plus 193,2,89,191.94,130.5,32.9,113x98x42,High-quality sneakers plus 193 perfect for everyday use.,SKU916505,256845538482,active,2024-11-15,False
468,Board Game Board Game 706,7,64,56.07,38.99,14.58,15x13x181,High-quality board game board game 706 perfect for everyday use.,SKU870323,824454902662,active,2025-05-07,True
469,Dumbbells Deluxe 908,4,4,31.22,10.44,16.96,58x41x131,High-quality dumbbells deluxe 908 perfect for everyday use.,SKU220105,321842372608,active,2025-08-01,False
470,Baby Diaper Baby Diaper 427,13,28,37.47,23.91,35.67,56x8x27,High-quality baby diaper baby diaper 427 perfect for everyday use.,SKU161040,890518213299,active,2025-08-21,False
